X,Y,OBJECTID,AREA_,PERIMETER,KSLIDE_,KSLIDE_ID,SW_ID,DECADE,LOCATION,NEIGHBORHO,TDATE,DTDATE,YEAR_,MONTH_,DAY_,FILENUMBER,CONSULTANT,SWJOB,CONFIDENTI,SLOPEHEIGH,SLIDETYPE,DEBRISFLOW,SIZE_,VEGETATION,TOPOGRAPHY,GEO1,GEO2,GEO3,GEO4,NATURAL_,GRNDWTR,SURFACEWAT,WEATHER,FILL_CUT,ROADFILL_C,SURFACEDRA,PIPELEAK,TRENCHFILL,HUMANINFLU,DAMAGE,REPAIRTYPE,REPAIREFFE,FIELDCHECK,YSNSLIDE,DATECONFID,COMMENTS,INPOTSLIDE,INSTEEPSLP,SE_ANNO_CAD_DATA,EVENT_DATE,PUBLIC_,PRIVATE,PARK,UNOPENED_R,COMMENTS_2,COMMENTS_3,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PARCELS_IMPACTED,RECID
-13617562.6812,6045320.237,35,0,0,0,36,45,1970,1100 eastlake ave e,CH,19700323,1970-03-23 00:00:00,1970,3,23,S&W,,w-1715,0,30,SC,N,S,S,MS,HC,QC,,,N,N,Y,N,Y,,,,,Human,1,G,Y,True,0,True,"Slide during construction excavation at this residence-Old HDR office Bldg., Windermere now (1/20/99)",0,1,,,,,,,,,,,SDE,2019/09/10 22:45:54+00,,36
-13617459.2645,6045482.7653,36,0,0,0,37,46,1950,1150 Eastlake Ave E,CH,19550105,1955-01-05 00:00:00,1955,1,5,SED E-2,,,0,40,DS,Y,S,G,MS,HC,,,,Y,Y,Y,N,Y,,,,,Human,2,W,N?,True,0,True,Removal of lateral support by property owner,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:55+00,,37
-13615875.1127,6046918.7758,37,,0,0,38,47,1980,1415 E Interlaken Blvd,CH,19860118,1986-01-18 00:00:00,1986,1,18,S&W,,w-4545-03,0,50,SC,Y,S,T,MS,HC,,,,Y,Y,Y,U,N,,Y,,,Human,1,,,True,1,True,Slide at residence to the east down to Interlaken - backed up surface drainage,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:55+00,,38
-13615896.0672,6046869.2843,38,0,0,0,39,48,1990,1415 E Interlaken Blvd,CH,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,30,,,,,,,,,,Y,,,U,,,,,,Natural,1,,,True,1,True,Some upheaval and buckling in patio (1-inch to 2-inch vertical displacement ) and 1/8-inch crack in foundation and first floor wall could indicate some subtle movement - hill may be pushing in house - rest of foundation,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:55+00,,39
-13615913.8874,6046832.9905,39,0,0,0,40,51,1980,1500 E Boston St,CH,19860201,1986-02-01 00:00:00,1986,2,1,DCLU J222,,,0,10,,,,,,,,,,Y,,,U,,,,,,Natural,,,,True,1,True,"In addition to settlement of houses, the inspector's report describes a small slide under the entry way that was covered with plastic.  Refer to slide polygon.  This is the same event as SED B-6 1986.",0,0,,,,,,,,,,,SDE,2019/09/10 22:45:55+00,1500 E Boston St,40
-13616838.5647,6045895.8998,40,0,0,0,41,53,1970,1500 Lakeview Blvd E,CH,19740315,1974-03-15 00:00:00,1974,3,15,SED L-10,,,0,85,SC,N,S,T,SS,HC,QC,,,Y,Y,Y,N,N,,,,,Human,1,G,,False,1,True,Slide onto Lakeview - blocked traffic--No obvious scar as of 1/20/99,0,0,,,,,,,Approximately 20-25 cubic yds of material slid. Exact point of initiation is unknown.,See file SED L-10 and/or attachment for additional information.,,,SDE,2019/09/10 22:45:55+00,"1500, 1501",41
-13616859.5743,6046435.7042,41,0,0,0,42,54,1980,Lakeview Blvd E & E Howe St,CH,19860118,1986-01-18 00:00:00,1986,1,18,SED L-10,,,0,85,SC,N,S,T,SS,HC,QC,,,Y,Y,Y,N,N,,,,,Human,1,G,,False,1,True,Slide onto Lakeview--No obvious scar as of 1/20/99,0,1,,,,,,,See file SED L-10 and/or attachment for additional information.,Photos on file.,,,SDE,2019/09/10 22:49:28+00,,42
-13616926.9141,6045905.2325,42,0,0,0,43,55,1990,1500 Lakeview Blvd E,CH,19970101,1997-01-01 00:00:00,1997,1,1,"96-97 Storm, SED L-10",,,0,85,SC,N,S,T,SS,HC,QC,,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,True,Slide at west end of private walk - wood bulkhead tipping over,1,0,,,,,,,Pictures of the slide scarps can be found in SED L-10.,See file SED L-10 and/or attachment.,,,SDE,2019/09/10 22:45:55+00,1500,43
-13615712.3351,6047085.4796,43,0,0,0,44,56,1980,1501 e lynn st,CH,19860101,1986-01-01 00:00:00,1986,1,1,J67,,,0,-9999,,,,,,,,,,Y,,,U,,,,,,Natural,,,,False,0,True,"Embankment slide; no imminent threat to house, roadway slope embankment-Unable to find as of 1/20/99-No embankment on Lynn St. side.  It's a cut slope.  Poss. Embankment above house that could have come down onto 1501 driveway?",0,0,,,,,,,,,,,SDE,2019/09/10 22:45:55+00,,44
-13615738.9961,6046457.8822,44,0,0,0,45,59,1920,1526 E Olin Pl,CH,19280114,1928-01-14 00:00:00,1928,1,14,SED O-1 1928,,,0,80,SC,N,S,B,SS,HF,,,,Y,Y,Y,U,Y,F,,,,Human,2,,,True,1,True,Slide in front of residence,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:55+00,,45
-13615750.9735,6046456.4226,45,0,0,0,46,60,1930,1526 E Olin Pl ,CH,19300131,1930-01-31 00:00:00,1930,1,31,SED O-1 1930,,,0,80,SC,N,S,B,SS,HF,,,,Y,Y,Y,U,Y,F,,,,Human,1,,,True,1,True,Slide in front of residence,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:56+00,,46
-13615755.2832,6046451.1787,46,0,0,0,47,61,1930,1526 E Olin Pl,CH,19340119,1934-01-19 00:00:00,1934,1,19,SED O-1 1934,,,0,80,SC,N,S,B,SS,HF,,,,Y,Y,Y,U,Y,F,,,,Human,2,,,True,1,True,Residence founded on fill slid,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:56+00,,47
-13615414.0815,6046118.7954,47,0,0,0,48,62,1930,1548 17th Ave E,CH,19350510,1935-05-10 00:00:00,1935,5,10,SED 17-A,,,0,50,SC,N,S,B,MS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,2,,,True,1,False,Slide east of residence at head of gully near parking lot (north side) - date is of photos - probably during 1933-1934 winter,0,0,,,,,,,,,,,SDE,2019/09/10 22:45:56+00,,48
-13615649.7856,6046263.1531,48,0,0,0,49,63,1950,1558 E Garfield St,CH,19570801,1957-08-01 00:00:00,1957,8,1,SED G-3,S&W,j-587&293,0,70,SC,N,S,T,MS,HF,QS,,,Y,Y,Y,N,Y,,,,,Human,0,W,,True,1,True,Slide in fill placed by residence-to the west-failed at the sand/clay contact-think the slide went into Boren Park,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:56+00,,49
-13616790.0434,6046223.4608,49,0,0,0,50,65,1930,1606 Lakeview Blvd E,CH,19371216,1937-12-16 00:00:00,1937,12,16,SED B-9-A,,,0,-9999,SC,,S,T,MS,HF,QT,QS,,Y,,,U,,,,,,Natural,2,,,True,1,True,Slide at rear of 1606 Lakeview Blvd E.,0,1,,,,,,,Water accumulation in shaft.,See file SED B-9-A and/or attachment for additional information.,,,SDE,2019/09/10 22:45:56+00,1606,50
-13616656.6816,6046267.254,50,0,0,0,52,67,1990,1651 10th Ave E,CH,19970101,1997-01-01 00:00:00,1997,1,1,S&W,,w-7971-01,0,15,SC,N,S,B,SS,HC,,,,Y,Y,Y,U,N,,,,,Human,1,W,Y,True,1,True,Slide at this residence - undermined wooden deck-Fixed with walls and pipe piles,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:56+00,,52
-13616661.9237,6046293.2266,51,0,0,0,53,68,1990,1655 10th Ave E,CH,19970101,1997-01-01 00:00:00,1997,1,1,S&W,,w-7541-01,0,40,SC,N,S,T,SS,HC,QS,,,Y,Y,N,U,Y,,,,,Human,2,G,Y,True,1,True,Slide to the west of this residence and to the residence to the south-Slope regraded and stabilized (?) in 1998,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:56+00,,53
-13615462.728,6046455.6248,52,0,0,0,54,69,1980,1700 17th Ave E,CH,19860201,1986-02-01 00:00:00,1986,2,1,J110,,,0,50,SC,N,S,B,MS,HC,QS,QC,,Y,Y,Y,U,N,,,,,Human,,,,False,0,True,"Department of Construction and Land Use landscape letter, no details of slide.",0,0,,,,,,,,,,,SDE,2019/09/10 22:45:56+00,1700 17th Ave E,54
-13615430.0334,6046425.5787,53,0,0,0,55,70,1970,1700 17th Ave E,CH,19740316,1974-03-16 00:00:00,1974,3,16,SED 17-A 1974,,,0,50,SC,N,S,B,MS,HC,QS,QC,,Y,Y,Y,N,,,,,,Human,2,,,False,1,True,Slide damaged water and sewer,0,1,,,,,,,,,,,SDE,2019/09/10 22:45:57+00,1700 17th Ave E,55
-13616846.0754,6046443.2772,54,0,0,0,56,71,1990,1820 Lakeview Blvd E,CH,19970319,1997-03-19 00:00:00,1997,3,19,1997,,,0,-9999,,,,,,,,,,Y,,,U,,,,,,Natural,,,,True,1,True,"Department of Construction and Land Use posted no tag because slide did not appear to threaten structure.  Drains at 1820 downspout to splash blocks, which is not helpful, should be tightlined to storm drain.  Occupant should monitor site",1,1,,,,,,,,,,,SDE,2019/09/10 22:45:57+00,1820 Lakeview Blvd E,56
-13616839.32,6046420.8301,55,0,0,0,57,72,1990,806 E Blaine St,CH,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,-9999,SC,,S,,,,,,,,,,,,,,,,Unknown,2,,,True,1,True,Slide from steep bank below third house south of Howe Street - onto and across Lakeview,1,1,,,,,,,"Heavy timber retaining walls at top of very steep slope and adjacent deck may be jeopardized by this slide or additional sliding.  Could change to ""green"" with geotechnical evaluation.",Deleted point south of this point since it is an error and is repetitious to this slide point. Changed address to 806 E Blaine St from 1824 lakeview Blvd. e 12-29-16. See file SED L-10-A,,,SDE,2019/09/10 22:45:57+00,806 E Blaine St,57
-13615062.8175,6047060.9905,56,0,0,0,58,73,1980,1921 E Lynn St,CH,19860101,1986-01-01 00:00:00,1986,1,1,J126,,,0,-9999,,,,,,,,,,Y,,,U,,,,,,Natural,,,,True,0,False,"(Related to damage to 1925 E Lynn Street) common 4- to 5-foot-high retaining wall, field notes, Department of Construction and Land Use damage letter-4' high retaining wall between houses replaced by RR tie wall 4' high",0,0,,,,,,,No paper file found for this event during 2017 slide layer review.,,,,SDE,2019/09/10 22:45:57+00,,58
